,image_path,source,target,generated_linguistic_metaphor,entailing_literal,contradicting_metaphor,contradicting_literal,literal_description,objects,properties,relations,visual_elaboration
414,imgs/896_2.jpg,Motion,Form,The shapes drift like autumn leaves.,The forms appear to float and arrange themselves naturally within the design.,The shapes are bolted down like specimens pinned to a display board.,The shapes appear forced and artificially positioned within the design.,"Gentle, floating movement without direction or purpose.",Shapes and autumn leaves,"Floating, drifting, weightless",Movement pattern of shapes mirrors falling leaves,"Geometric shapes floating downward with autumn leaves, swirling together in a spiral pattern."
415,imgs/727_0.jpg,Being On The Mind,Receiving Serious Thought,The question has become a permanent tenant in my thoughts.,I'm consistently dedicating serious thought to the question.,"The question stands outside my thoughts, permanently barred from entry.",The question has been evicted from my thoughts entirely.,"A persistent, nagging question that won't leave one's mind.","Question, Tenant, Thoughts (mind)","Permanent, persistent, occupying space",Question is living/residing within the mind like a tenant in a house,A human head with a large question mark sitting in an armchair inside a brain-shaped room.
416,imgs/878_0.jpg,Cover,External Appearance,She maintains her image like a carefully preserved manuscript cover.,She meticulously maintains her external appearance to prevent any signs of aging or wear.,She lets her appearance weather like a paperback cover left open to the sun and elements.,She allows her appearance to naturally age and change without intervention.,Delicate and meticulous self-preservation of appearance.,"Woman, Manuscript cover","Carefully preserved, Protected, Pristine",Maintenance and preservation of appearance/surface,A woman encased in a glass display case with ornate manuscript decorations framing her face.
417,imgs/825_0.jpg,Race,Competition,The pit stops of preparation fuel victory.,Proper planning and preparation are essential elements for competitive success.,"Victory is a lottery ticket randomly drawn at the starting line, requiring no laps of preparation.","Success in competition comes purely from luck, without any need for preparation.",Proper preparation leads to success.,"Pit stops, Race car, Victory trophy","Preparatory, Fueling, Winning",Pit stops enable victory through preparation and support,"A race car at a pit stop being filled with glowing books and tools instead of fuel, leading to a golden trophy."
418,imgs/1315_1.jpg,Heat,Intense Emotions,Their romance sparked and blazed like a wildfire.,Their romantic feelings developed quickly and intensely.,"Their romance simmered at a low temperature, never reaching a boil.",Their romance developed slowly and remained lukewarm.,"Intense, passionate, and rapidly growing love.","Romance, Wildfire","Intense, spreading, burning, uncontrollable","Romance is compared to a spreading fire, suggesting rapid growth and intensity",Two silhouettes embracing within a heart-shaped flame that spreads wildly across a dark background.
419,imgs/1149_0.jpg,Machines,People,Their friendship needed a software patch.,Their relationship required some adjustments and improvements to function better.,"Their friendship was running at factory specifications, a perfectly calibrated system requiring no updates.",Their friendship was perfect and required no modifications.,The relationship is broken and needs fixing.,"Friendship, Software","Broken, Needs updating, Malfunctioning",Friendship is compared to faulty software that needs updating,"Two people connected by glitching computer code with a ""patch download"" progress bar between them."
420,imgs/1067_1.jpg,Transferring An Object,Acting On,The team leader distributed power among the members.,The team leader shared decision-making authority with team members.,The team leader hoarded all power in their own hands.,The team leader concentrated all power in their own position.,Sharing authority and control with others.,"Team leader, team members, power","Divisible, transferable, shared","Distribution, flowing from one to many",A central figure pouring glowing energy streams into smaller figures arranged in a circle.
421,imgs/943_1.jpg,Cover,Darkness,The lid of darkness closed over the landscape.,"Darkness descended completely, concealing the view of the terrain.","The lid of darkness failed to close, leaving the landscape exposed and visible.","The landscape remained visible, resisting the approach of darkness.",Night falling and covering the land completely.,"Darkness as a lid, Landscape","Closing, covering, descending",Darkness acting as a physical lid coming down over the land,"A giant black lid descending from the sky, casting shadows over a sunlit landscape below."
422,imgs/142_3.jpg,Body,Mind,Her mind needed time to stretch after waking.,She required time to become mentally alert and focused after sleep.,"Her mind snapped to attention, already flexed and razor-sharp the instant she woke.",Her mind was instantly sharp and ready the moment she woke up.,Mental flexibility and gradual awakening.,"Mind, Body stretching","Elastic, flexible, slow movement","Waking up, extending, reaching",A brain doing yoga poses on a morning sunrise background.
423,imgs/775_2.jpg,Pursuer,Time,"Like a skilled tracker, time never loses sight of its prey.",Time consistently monitors and affects every aspect of existence without fail.,"Like an absent-minded tracker, time wanders off the trail, letting significant moments slip past unnoticed while chasing shadows.",Time is easily distracted and frequently overlooks significant moments in life.,Time relentlessly pursues and catches up with everyone.,"Time personified as a tracker, Humans as prey","Relentless, Inevitable, Pursuing",Hunter-prey relationship between time and humans,A hooded figure with a clock face stalking a human shadow through a misty forest.
